uid,План сотрудника,Факт сотрудника,% вып-я,Число_чеков,Ср.чек,месяц
u1432,0,377 709,#ДЕЛ/0!,43,8 784,фев.14
u1825,1 643 454,1 546 463,"94,10",148,10 449,фев.14
u1038,0,0,"0,00",0,/0,фев.14
u21,1 643 454,1 251 113,"76,13",119,10 514,фев.14
u974,1 753 247,0,"0,00",0,/0,фев.14
u441,1 753 247,1 264 764,"72,14",138,9 165,фев.14
u1478,1 753 247,6 335,"0,36",2,3 168,фев.14
u1826,0,0,"0,00",0,/0,фев.14
u1209,1 753 247,1 411 781,"80,52",113,12 494,фев.14
u976,1 848 673,1 884 829,"101,96",200,9 424,фев.14
u1012,1 848 673,0,"0,00",0,/0,фев.14
u280,1 848 673,1 559 759,"84,37",161,9 688,фев.14
u1845,0,0,"0,00",0,/0,фев.14
u1253,1 848 673,1 608 159,"86,99",201,8 001,фев.14
u1256,1 848 673,1 476 643,"79,88",171,8 635,фев.14
u983,1 430 084,1 631 620,"114,09",176,9 271,фев.14
u1006,1 430 084,2 030 928,"142,01",154,13 188,фев.14
u1066,1 430 084,676 914,"47,33",59,11 473,фев.14
u2013,0,72 135,#ДЕЛ/0!,15,4 809,фев.14
u1129,1 430 084,1 712 447,"119,74",134,12 779,фев.14
u1047,637 883,686 982,"107,70",59,11 644,фев.14
u332,637 883,576 920,"90,44",68,8 484,фев.14
u336,637 883,512 088,"80,28",47,10 895,фев.14
u1803,637 883,579 383,"90,83",64,9 053,фев.14
u439,0,0,"0,00",0,/0,фев.14
u356,878 319,846 534,"96,38",71,11 923,фев.14
u817,878 319,909 198,"103,52",79,11 509,фев.14
u1175,878 319,759 664,"86,49",67,11 338,фев.14
u2062,0,0,"0,00",0,/0,фев.14
u1872,878 319,929 551,"105,83",85,10 936,фев.14
u91,878 319,770 332,"87,71",72,10 699,фев.14
u1769,0,0,"0,00",0,/0,фев.14
u654,1 390 251,1 294 460,"93,11",117,11 064,фев.14
u1779,0,0,"0,00",0,/0,фев.14
u1044,1 390 251,1 303 636,"93,77",135,9 657,фев.14
u297,1 390 251,1 308 518,"94,12",140,9 347,фев.14
u331,0,0,"0,00",0,/0,фев.14
u1756,1 118 663,1 178 745,"105,37",128,9 209,фев.14
u319,1 118 663,1 145 934,"102,44",118,9 711,фев.14
u1443,1 118 663,1 146 009,"102,44",94,12 192,фев.14
u711,1 118 663,1 156 366,"103,37",111,10 418,фев.14
u968,1 661 003,1 806 878,"108,78",163,11 085,фев.14
u2037,1 661 003,1 882 703,"113,35",198,9 509,фев.14
u2024,1 661 003,1 876 862,"113,00",193,9 725,фев.14
u1176,1 661 003,1 309 947,"78,86",115,11 391,фев.14
u1434,1 661 003,0,"0,00",0,/0,фев.14
u25,0,0,"0,00",0,/0,фев.14
u2046,1 228 000,92 695,"7,55",8,11 587,фев.14
u558,0,133 662,#ДЕЛ/0!,13,10 282,фев.14
u1811,1 228 000,1 071 429,"87,25",93,11 521,фев.14
u1393,463 309,470 596,"101,57",60,7 843,фев.14
u1063,0,564 743,#ДЕЛ/0!,63,8 964,фев.14
u1819,0,0,"0,00",0,/0,фев.14
u780,1 055 432,1 109 506,"105,12",97,11 438,фев.14
u2081,0,0,"0,00",0,/0,фев.14
u1677,1 055 432,0,"0,00",0,/0,фев.14
u947,1 055 432,1 004 746,"95,20",87,11 549,фев.14
u369,1 055 432,1 088 252,"103,11",95,11 455,фев.14
u1546,1 055 432,1 063 560,"100,77",91,11 687,фев.14
u1403,977 796,1 239 365,"126,75",152,8 154,фев.14
u1002,0,573 371,#ДЕЛ/0!,65,8 821,фев.14
u27,977 796,1 277 888,"130,69",123,10 389,фев.14
u1791,977 796,1 477 353,"151,09",151,9 784,фев.14
u115,1 643 454,0,"0,00",0,/0,фев.14
u1075,1 643 454,1 304 959,"79,40",131,9 962,фев.14
u1299,1 643 454,1 195 740,"72,76",120,9 964,фев.14
u1970,1 643 454,1 671 527,"101,71",150,11 144,фев.14
u1172,0,0,"0,00",0,/0,фев.14
u919,1 643 454,1 017 531,"61,91",101,10 075,фев.14
u989,1 048 747,1 212 535,"115,62",133,9 117,фев.14
u1446,0,0,"0,00",0,/0,фев.14
u804,1 048 747,1 116 208,"106,43",128,8 720,фев.14
u1258,1 048 747,1 101 485,"105,03",117,9 414,фев.14
u1644,0,44 194,#ДЕЛ/0!,16,2 762,фев.14
u1723,0,5 489,#ДЕЛ/0!,1,5 489,фев.14
u1960,496 667,496 232,"99,91",67,7 406,фев.14
u1314,0,30 597,#ДЕЛ/0!,11,2 782,фев.14
u168,496 667,489 341,"98,52",61,8 022,фев.14
u1790,0,14 049,#ДЕЛ/0!,7,2 007,фев.14
u1566,0,12 428,#ДЕЛ/0!,5,2 486,фев.14
u1937,2 120 221,1 680 007,"79,24",142,11 831,фев.14
u1062,0,0,"0,00",0,/0,фев.14
u73,0,0,"0,00",0,/0,фев.14
u2053,2 120 221,1 698 313,"80,10",122,13 921,фев.14
u611,2 120 221,2 113 092,"99,66",150,14 087,фев.14
u1112,2 120 221,1 916 007,"90,37",168,11 405,фев.14
u1200,2 120 221,0,"0,00",0,/0,фев.14
u1547,2 120 221,1 450 075,"68,39",139,10 432,фев.14
u1341,2 120 221,1 694 102,"79,90",129,13 133,фев.14
u1310,768 607,768 607,"100,00",96,8 006,фев.14
u1439,791 215,791 215,"100,00",97,8 157,фев.14
u1993,0,0,"0,00",0,/0,фев.14
u1123,993 521,993 521,"100,00",112,8 871,фев.14
u1367,767 365,767 365,"100,00",92,8 341,фев.14
u1325,0,391 785,#ДЕЛ/0!,38,10 310,фев.14
u537,906 000,776 064,"85,66",102,7 608,фев.14
u2090,906 000,854 405,"94,31",83,10 294,фев.14
u1204,906 000,906 265,"100,03",101,8 973,фев.14
u1260,1 309 911,1 352 322,"103,24",163,8 296,фев.14
u1536,0,0,"0,00",0,/0,фев.14
u923,1 309 911,0,"0,00",0,/0,фев.14
u1185,1 753 247,1 419 058,"80,94",127,11 174,фев.14
u1878,1 309 911,946 305,"72,24",100,9 463,фев.14
u1992,1 020 622,966 424,"94,69",93,10 392,фев.14
u1415,0,723 648,#ДЕЛ/0!,88,8 223,фев.14
u1563,1 020 622,0,"0,00",0,/0,фев.14
u1327,0,34 468,#ДЕЛ/0!,3,11 489,фев.14
u211,0,0,"0,00",0,/0,фев.14
u344,1 020 622,1 033 123,"101,22",117,8 830,фев.14
u925,1 693 566,0,"0,00",0,/0,фев.14
u16,0,0,"0,00",0,/0,фев.14
u1873,1 693 566,0,"0,00",0,/0,фев.14
u333,0,0,"0,00",0,/0,фев.14
u528,0,792 557,#ДЕЛ/0!,47,16 863,фев.14
u874,1 693 566,710 813,"41,97",61,11 653,фев.14
u1639,1 693 566,1 719 879,"101,55",140,12 285,фев.14
u446,1 404 459,1 316 848,"93,76",128,10 288,фев.14
u1466,1 693 566,1 913 470,"112,98",127,15 067,фев.14
u282,1 693 566,1 321 191,"78,01",95,13 907,фев.14
u2059,1 693 566,872 608,"51,52",68,12 832,фев.14
u329,1 303 900,1 316 971,"101,00",147,8 959,фев.14
u1996,1 303 900,1 598 175,"122,57",144,11 098,фев.14
u559,0,0,"0,00",0,/0,фев.14
u95,0,0,"0,00",0,/0,фев.14
u984,1 483 844,0,"0,00",0,/0,фев.14
u520,0,0,"0,00",0,/0,фев.14
u1528,1 483 844,1 864 956,"125,68",144,12 951,фев.14
u1876,0,759 235,#ДЕЛ/0!,142,5 347,фев.14
u935,1 483 844,1 461 657,"98,50",128,11 419,фев.14
u1027,0,100 741,#ДЕЛ/0!,7,14 392,фев.14
u1866,221 651,221 651,"100,00",13,17 050,фев.14
u1332,166 479,166 479,"100,00",13,12 806,фев.14
u578,2 550 221,2 708 537,"106,21",164,16 515,фев.14
u1107,2 550 221,2 563 985,"100,54",155,16 542,фев.14
u370,2 550 221,1 947 031,"76,35",178,10 938,фев.14
u1193,2 550 221,2 491 535,"97,70",194,12 843,фев.14
u476,0,4 272,#ДЕЛ/0!,1,4 272,фев.14
u934,2 550 221,2 190 953,"85,91",190,11 531,фев.14
u992,1 419 912,1 374 926,"96,83",121,11 363,фев.14
u1003,1 419 912,1 425 013,"100,36",110,12 955,фев.14
u1005,1 419 912,1 365 328,"96,16",118,11 571,фев.14
u1464,0,724 237,#ДЕЛ/0!,75,9 656,фев.14
u846,0,0,"0,00",0,/0,фев.14
u1307,1 419 912,1 359 031,"95,71",133,10 218,фев.14
u1771,1 506 719,0,"0,00",0,/0,фев.14
u617,1 506 719,1 439 408,"95,53",147,9 792,фев.14
u1015,0,0,"0,00",0,/0,фев.14
u1794,1 506 719,1 262 624,"83,80",144,8 768,фев.14
u1144,1 506 719,1 463 736,"97,15",132,11 089,фев.14
u1156,1 506 719,989 094,"65,65",117,8 454,фев.14
u2097,1 506 719,0,"0,00",0,/0,фев.14
u1526,0,0,"0,00",0,/0,фев.14
u623,1 133 333,875 272,"77,23",84,10 420,фев.14
u1128,1 133 333,652 713,"57,59",63,10 361,фев.14
u373,1 133 333,980 604,"86,52",112,8 755,фев.14
u1159,0,254 508,#ДЕЛ/0!,29,8 776,фев.14
u1796,1 133 333,0,"0,00",0,/0,фев.14
u986,0,665 473,#ДЕЛ/0!,88,7 562,фев.14
u347,1 178 273,0,"0,00",0,/0,фев.14
u57,1 178 273,1 197 504,"101,63",92,13 016,фев.14
u2066,1 178 273,1 143 886,"97,08",109,10 494,фев.14
u1340,1 178 273,0,"0,00",0,/0,фев.14
u40,1 178 273,1 309 699,"111,15",144,9 095,фев.14
u1141,0,0,"0,00",0,/0,фев.14
u1158,1 178 273,0,"0,00",0,/0,фев.14
u116,0,0,"0,00",0,/0,фев.14
u160,1 178 273,0,"0,00",0,/0,фев.14
u1597,0,0,"0,00",0,/0,фев.14
u975,1 197 772,1 439 927,"120,22",92,15 651,фев.14
u681,1 197 772,818 197,"68,31",79,10 357,фев.14
u1011,0,0,"0,00",0,/0,фев.14
u182,1 197 772,1 382 646,"115,43",102,13 555,фев.14
u749,1 197 772,1 402 204,"117,07",94,14 917,фев.14
u763,702 507,1 093 300,"155,63",120,9 111,фев.14
u1548,702 507,969 926,"138,07",103,9 417,фев.14
u88,702 507,588 632,"83,79",76,7 745,фев.14
u967,1 414 667,1 186 792,"83,89",105,11 303,фев.14
u18,1 414 667,1 464 229,"103,50",125,11 714,фев.14
u1155,1 414 667,1 471 749,"104,04",121,12 163,фев.14
u1205,1 414 667,0,"0,00",0,/0,фев.14
u238,0,0,"0,00",0,/0,фев.14
u977,2 081 000,0,"0,00",0,/0,фев.14
u509,2 081 000,0,"0,00",0,/0,фев.14
u1651,2 081 000,1 431 019,"68,77",120,11 925,фев.14
u580,0,432 945,#ДЕЛ/0!,56,7 731,фев.14
u2007,2 081 000,0,"0,00",0,/0,фев.14
u576,1 088 692,1 122 727,"103,13",109,10 300,фев.14
u1985,1 088 692,1 123 102,"103,16",105,10 696,фев.14
u645,0,0,"0,00",0,/0,фев.14
u352,1 088 692,1 122 077,"103,07",117,9 590,фев.14
u1834,2 020 334,1 929 269,"95,49",135,14 291,фев.14
u1210,2 020 334,2 001 018,"99,04",149,13 430,фев.14
u1315,0,0,"0,00",0,/0,фев.14
u1254,2 020 334,1 829 251,"90,54",197,9 286,фев.14
u1311,2 020 334,1 793 045,"88,75",183,9 798,фев.14
u1604,0,20 792,#ДЕЛ/0!,6,3 465,фев.14
u1980,539 670,78 359,"14,52",10,7 836,фев.14
u848,0,0,"0,00",0,/0,фев.14
u1711,0,0,"0,00",0,/0,фев.14
u1541,880 110,1 202 899,"136,68",129,9 325,фев.14
u1298,0,0,"0,00",0,/0,фев.14
u372,880 110,1 040 466,"118,22",96,10 838,фев.14
u1690,0,614 253,#ДЕЛ/0!,70,8 775,фев.14
u709,880 110,897 222,"101,94",103,8 711,фев.14
u535,1 930 531,1 739 189,"90,09",157,11 078,фев.14
u927,0,0,"0,00",0,/0,фев.14
u359,1 930 531,1 783 171,"92,37",192,9 287,фев.14
u1764,1 930 531,1 760 428,"91,19",162,10 867,фев.14
u108,1 930 531,1 943 894,"100,69",178,10 921,фев.14
u508,1 930 531,1 350 354,"69,95",115,11 742,фев.14
u1795,1 930 531,0,"0,00",0,/0,фев.14
u1598,1 434 735,1 451 720,"101,18",137,10 596,фев.14
u103,1 434 735,1 486 371,"103,60",125,11 891,фев.14
u909,1 434 735,1 321 205,"92,09",121,10 919,фев.14
u527,1 434 735,1 453 456,"101,30",111,13 094,фев.14
u811,0,0,"0,00",0,/0,фев.14
u1114,1 434 735,1 466 242,"102,20",123,11 921,фев.14
u1181,1 434 735,0,"0,00",0,/0,фев.14
u1641,1 325 667,55 925,"4,22",1,55 925,фев.14
u1421,0,205 660,#ДЕЛ/0!,33,6 232,фев.14
u450,1 325 667,1 242 568,"93,73",129,9 632,фев.14
u1167,1 325 667,1 363 847,"102,88",149,9 153,фев.14
u353,1 325 667,1 403 552,"105,88",130,10 797,фев.14
u1481,0,321 854,#ДЕЛ/0!,42,7 663,фев.14
u1621,1 303 900,1 618 957,"124,16",149,10 865,фев.14
u1545,742 333,1 359 021,"183,07",106,12 821,фев.14
u1236,0,55 122,#ДЕЛ/0!,7,7 875,фев.14
u1433,742 333,1 236 866,"166,62",98,12 621,фев.14
u1844,0,149 117,#ДЕЛ/0!,17,8 772,фев.14
u668,3 807 436,3 860 398,"101,39",269,14 351,фев.14
u554,0,0,"0,00",0,/0,фев.14
u1593,3 807 436,3 486 402,"91,57",269,12 961,фев.14
u1120,3 807 436,2 599 773,"68,28",211,12 321,фев.14
u1049,3 807 436,3 848 546,"101,08",239,16 103,фев.14
u90,3 807 436,3 396 153,"89,20",251,13 530,фев.14
u2011,1 869 102,2 078 859,"111,22",130,15 991,фев.14
u1394,3 807 436,3 767 484,"98,95",170,22 162,фев.14
u624,3 807 436,3 996 465,"104,96",295,13 547,фев.14
u671,3 807 436,0,"0,00",0,/0,фев.14
u1180,3 807 436,3 869 812,"101,64",203,19 063,фев.14
u1025,0,0,"0,00",0,/0,фев.14
u821,1 172 145,1 220 476,"104,12",133,9 177,фев.14
u1480,1 172 145,0,"0,00",0,/0,фев.14
u526,1 172 145,1 129 172,"96,33",99,11 406,фев.14
u511,1 172 145,0,"0,00",0,/0,фев.14
u1468,1 172 145,1 000 792,"85,38",96,10 425,фев.14
u867,1 172 145,740 923,"63,21",87,8 516,фев.14
u911,0,0,"0,00",0,/0,фев.14
u11,769 980,865 542,"112,41",101,8 570,фев.14
u1102,769 980,1 000 824,"129,98",110,9 098,фев.14
u1523,0,6 608,#ДЕЛ/0!,2,3 304,фев.14
u1995,769 980,375 747,"48,80",46,8 168,фев.14
u148,769 980,0,"0,00",0,/0,фев.14
u916,769 980,537 196,"69,77",57,9 424,фев.14
u475,2 166 574,85 017,"3,92",8,10 627,фев.14
u1043,2 166 574,1 545 458,"71,33",175,8 831,фев.14
u129,0,0,"0,00",0,/0,фев.14
u1145,0,0,"0,00",0,/0,фев.14
u169,1 052 739,1 073 194,"101,94",89,12 058,фев.14
u346,1 052 739,1 100 729,"104,56",83,13 262,фев.14
u349,1 052 739,414 162,"39,34",29,14 281,фев.14
u1326,1 052 739,369 543,"35,10",30,12 318,фев.14
u1551,1 052 739,1 079 111,"102,51",102,10 580,фев.14
u337,1 052 739,1 141 132,"108,40",82,13 916,фев.14
u1219,1 052 739,1 206 700,"114,62",99,12 189,фев.14
u1599,0,0,"0,00",0,/0,фев.14
u1330,1 450 418,1 531 540,"105,59",139,11 018,фев.14
u1153,1 450 418,0,"0,00",0,/0,фев.14
u2025,1 450 418,0,"0,00",0,/0,фев.14
u939,0,0,"0,00",0,/0,фев.14
u1278,1 450 418,0,"0,00",0,/0,фев.14
u941,0,23 030,#ДЕЛ/0!,5,4 606,фев.14
u260,1 304 617,1 202 058,"92,14",140,8 586,фев.14
u1550,1 304 617,1 322 980,"101,41",134,9 873,фев.14
u760,0,299 731,#ДЕЛ/0!,64,4 683,фев.14
u512,1 600 000,1 554 444,"97,15",127,12 240,фев.14
u747,1 600 000,0,"0,00",0,/0,фев.14
u1427,1 600 000,1 282 711,"80,17",129,9 943,фев.14
u110,0,0,"0,00",0,/0,фев.14
u1082,1 600 000,0,"0,00",0,/0,фев.14
u1151,1 600 000,1 284 892,"80,31",145,8 861,фев.14
u2068,810 585,0,"0,00",0,/0,фев.14
u1045,810 585,0,"0,00",0,/0,фев.14
u793,810 585,861 090,"106,23",84,10 251,фев.14
u354,810 585,867 585,"107,03",86,10 088,фев.14
u1334,810 585,0,"0,00",0,/0,фев.14
u915,0,0,"0,00",0,/0,фев.14
u826,810 585,0,"0,00",0,/0,фев.14
u556,0,0,"0,00",0,/0,фев.14
u1270,810 585,1 008 987,"124,48",101,9 990,фев.14
u358,810 585,981 022,"121,03",95,10 327,фев.14
u350,779 944,796 880,"102,17",73,10 916,фев.14
u1077,779 944,873 651,"112,01",68,12 848,фев.14
u1143,0,0,"0,00",0,/0,фев.14
u2,779 944,787 398,"100,96",81,9 721,фев.14
u1902,779 944,0,"0,00",0,/0,фев.14
u2119,0,0,"0,00",0,/0,фев.14
u1562,0,99 427,#ДЕЛ/0!,14,7 102,фев.14
u1360,73 937,73 937,"100,00",13,5 687,фев.14
u1628,0,140 855,#ДЕЛ/0!,13,10 835,фев.14
u1504,142 060,142 060,"100,00",14,10 147,фев.14
u133,0,0,"0,00",0,/0,фев.14
u1081,389 136,554 369,"142,46",49,11 314,фев.14
u1196,0,213 211,#ДЕЛ/0!,25,8 528,фев.14
u1328,389 136,569 498,"146,35",53,10 745,фев.14
u1190,389 136,563 848,"144,90",53,10 639,фев.14
u663,0,83 974,#ДЕЛ/0!,24,3 499,фев.14
u1916,302 507,354 572,"117,21",53,6 690,фев.14
u196,302 507,392 211,"129,65",56,7 004,фев.14
u673,0,57 189,#ДЕЛ/0!,16,3 574,фев.14
u1783,0,13 121,#ДЕЛ/0!,3,4 374,фев.14
u1438,1 997 210,1 997 210,"100,00",210,9 511,фев.14
u454,1 468 104,1 468 104,"100,00",150,9 787,фев.14
u1431,0,918 092,#ДЕЛ/0!,92,9 979,фев.14
u539,0,766 367,#ДЕЛ/0!,96,7 983,фев.14
u1848,0,817 365,#ДЕЛ/0!,90,9 082,фев.14
u500,1 038 456,1 575 740,"151,74",174,9 056,фев.14
u1215,1 038 456,1 562 392,"150,45",169,9 245,фев.14
u1452,0,0,"0,00",0,/0,фев.14
u473,743 285,743 285,"100,00",95,7 824,фев.14
u1891,1 150 812,1 150 812,"100,00",120,9 590,фев.14
u598,1 348 122,1 348 122,"100,00",118,11 425,фев.14
u1920,826 715,826 715,"100,00",97,8 523,фев.14
u990,473 538,681 985,"144,02",90,7 578,фев.14
u1542,473 538,598 012,"126,29",57,10 491,фев.14
u1084,473 538,339 329,"71,66",38,8 930,фев.14
u1152,0,349 985,#ДЕЛ/0!,35,10 000,фев.14
u46,0,0,"0,00",0,/0,фев.14
u926,0,0,"0,00",0,/0,фев.14
u474,493 872,433 634,"87,80",38,11 411,фев.14
u922,493 872,432 085,"87,49",53,8 153,фев.14
u675,493 872,281 893,"57,08",32,8 809,фев.14
u96,493 872,381 519,"77,25",38,10 040,фев.14
u655,587 340,96 245,"16,39",29,3 319,фев.14
u656,587 340,0,"0,00",0,/0,фев.14
u657,587 340,0,"0,00",0,/0,фев.14
u658,587 340,0,"0,00",0,/0,фев.14
u660,587 340,714 268,"121,61",78,9 157,фев.14
u1297,587 340,0,"0,00",0,/0,фев.14
u1877,0,0,"0,00",0,/0,фев.14
u661,587 340,768 140,"130,78",118,6 510,фев.14
u1456,418 733,418 733,"100,00",43,9 738,фев.14
u1365,511 664,511 664,"100,00",66,7 752,фев.14
u1462,511 479,511 479,"100,00",61,8 385,фев.14
u937,475 685,475 685,"100,00",62,7 672,фев.14
u1364,746 518,547 923,"73,40",72,7 610,фев.14
u630,0,0,"0,00",0,/0,фев.14
u1459,746 518,0,"0,00",0,/0,фев.14
u1460,746 518,551 720,"73,91",75,7 356,фев.14
u1461,746 518,564 167,"75,57",73,7 728,фев.14
u1491,803 064,751 115,"93,53",77,9 755,фев.14
u288,803 064,0,"0,00",0,/0,фев.14
u1492,803 064,725 436,"90,33",68,10 668,фев.14
u700,0,8 070,#ДЕЛ/0!,24,336,фев.14
u1495,803 064,0,"0,00",0,/0,фев.14
u459,803 064,589 303,"73,38",55,10 715,фев.14
u173,0,835 818,#ДЕЛ/0!,123,6 795,фев.14
u960,509 746,553 034,"108,49",40,13 826,фев.14
u1676,509 746,719 938,"141,23",70,10 285,фев.14
u938,509 746,674 430,"132,31",54,12 489,фев.14
u718,509 746,607 546,"119,19",51,11 913,фев.14
u829,1 317 659,1 578 674,"119,81",132,11 960,фев.14
u92,1 317 659,1 425 844,"108,21",123,11 592,фев.14
u840,0,0,"0,00",0,/0,фев.14
u950,1 317 659,927 945,"70,42",102,9 098,фев.14
u1918,843 022,887 605,"105,29",102,8 702,фев.14
u1487,0,0,"0,00",0,/0,фев.14
u1816,843 022,673 017,"79,83",68,9 897,фев.14
u834,336 172,789 000,"234,70",58,13 603,фев.14
u1437,843 022,490 983,"58,24",45,10 911,фев.14
u963,703 477,0,"0,00",0,/0,фев.14
u1685,703 477,682 272,"96,99",68,10 033,фев.14
u1894,703 477,714 527,"101,57",72,9 924,фев.14
u832,703 477,438 861,"62,38",47,9 337,фев.14
u1503,0,346 739,#ДЕЛ/0!,47,7 377,фев.14
u1680,0,0,"0,00",0,/0,фев.14
u1843,899 800,744 574,"82,75",82,9 080,фев.14
u1342,899 800,924 454,"102,74",72,12 840,фев.14
u836,899 800,625 279,"69,49",80,7 816,фев.14
u1865,683 408,568 908,"83,25",32,17 778,фев.14
u1679,683 408,623 354,"91,21",41,15 204,фев.14
u1683,683 408,609 049,"89,12",60,10 151,фев.14
u1818,683 408,664 797,"97,28",71,9 363,фев.14
u842,0,0,"0,00",0,/0,фев.14
u1702,862 832,0,"0,00",0,/0,фев.14
u1712,862 832,0,"0,00",0,/0,фев.14
u1715,862 832,919 653,"106,59",98,9 384,фев.14
u2074,862 832,928 676,"107,63",100,9 287,фев.14
u1884,862 832,912 672,"105,78",106,8 610,фев.14
u1956,0,0,"0,00",0,/0,фев.14
u1721,862 832,913 066,"105,82",108,8 454,фев.14
u2076,862 832,808 090,"93,66",90,8 979,фев.14
u1703,648 894,527 609,"81,31",47,11 226,фев.14
u722,273 026,521 094,"190,86",37,14 084,фев.14
u2098,648 894,791 040,"121,91",48,16 480,фев.14
u1714,648 894,314 415,"48,45",37,8 498,фев.14
u1719,0,0,"0,00",0,/0,фев.14
u756,648 894,0,"0,00",0,/0,фев.14
u2055,0,0,"0,00",0,/0,фев.14
u1704,652 434,540 982,"82,92",49,11 040,фев.14
u1706,652 434,603 224,"92,46",73,8 263,фев.14
u1707,652 434,209 434,"32,10",21,9 973,фев.14
u1713,652 434,661 650,"101,41",59,11 214,фев.14
u1720,0,0,"0,00",0,/0,фев.14
u595,652 434,0,"0,00",0,/0,фев.14
u1722,652 434,613 044,"93,96",68,9 015,фев.14
u8,0,244 272,#ДЕЛ/0!,35,6 979,фев.14
u1945,0,0,"0,00",0,/0,фев.14
u1949,0,244 535,#ДЕЛ/0!,35,6 987,фев.14
u1963,833 333,836 471,"100,38",100,8 365,фев.14
u1964,833 333,480 424,"57,65",64,7 507,фев.14
u38,833 333,781 920,"93,83",89,8 786,фев.14
u1833,0,0,"0,00",0,/0,фев.14
u1967,833 333,0,"0,00",0,/0,фев.14
u126,0,0,"0,00",0,/0,фев.14
u1966,236 333,299 472,"126,72",32,9 359,фев.14
u1832,0,175 004,#ДЕЛ/0!,12,14 584,фев.14
u2071,515 320,574 877,"111,56",62,9 272,фев.14
u2073,515 320,652 040,"126,53",85,7 671,фев.14
u1718,0,0,"0,00",0,/0,фев.14
u2008,515 320,539 321,"104,66",74,7 288,фев.14
u176,1 168 524,0,"0,00",0,/0,фев.14
u824,1 168 524,912 015,"78,05",106,8 604,фев.14
u266,1 168 524,1 171 067,"100,22",103,11 370,фев.14
u267,0,0,"0,00",0,/0,фев.14
u271,1 168 524,858 864,"73,50",56,15 337,фев.14
u587,596 100,0,"0,00",0,/0,фев.14
u1031,596 100,676 394,"113,47",78,8 672,фев.14
u1345,596 100,346 375,"58,11",40,8 659,фев.14
u1346,596 100,765 565,"128,43",79,9 691,фев.14
u1347,0,0,"0,00",0,/0,фев.14
u158,596 100,0,"0,00",0,/0,фев.14
u1348,596 100,684 808,"114,88",95,7 209,фев.14
u1990,0,261 000,#ДЕЛ/0!,1,261 000,фев.14
u730,1 367 967,1 200 197,"87,74",148,8 109,фев.14
u731,1 367 967,0,"0,00",0,/0,фев.14
u695,1 367 967,803 683,"58,75",75,10 716,фев.14
u1349,1 367 967,1 427 018,"104,32",169,8 444,фев.14
u936,0,0,"0,00",0,/0,фев.14
u732,1 367 967,1 646 485,"120,36",156,10 554,фев.14
u1292,0,0,"0,00",0,/0,фев.14
u715,1 426 991,1 146 806,"80,37",129,8 890,фев.14
